travfreq,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,Unnamed: 85,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,nationality,residence,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,weekendtrip,average_jobsat,average_roleover,average_workadj,average_turnover,average_wneglect,average_wsitcon,average_wrclar,average_wtimepres,average_wnovel,average_wcowinsexphelp,average_wroleconflict,average_wintconflictd,average_wintconflictf,average_wemotdem,average_wpeopresp,average_wallcowexp,average_famallexp,average_burn,average_cogflex,average_supsup,average_cowsup,average_parsup,average_famsup,average_fadj,average_fsat,average_fneglect,average_wfc,average_ftimepres,average_faminstexp,average_femotdem,average_froleover,average_froleconf,average_fintconfd,average_fintconff
4,1,5,4,5,2,2,5,5,5,5,5,5,4,4,4,5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2,3,1,3,4,5,5,4,5,5,1,1,1,1,4,5,4,5,3,3,4,4,1,2,2,1,1,1,1,2,2,2,4,5,2,1,1,4,5,5.0,5.0,5.0,3,3,4,3,2,3,3,3,3,4,3,3,30,20,2,2,survey,4,5,5,1,1,2,1,2,2,5,4,5,5,5,5,5,5,5,1,2,2,1,3,1,2,2,2,5,5,5,5,5,5,1,1,1,2,5,2,2,2,2,1,1,1,1,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,4,2,6,4,4,6,3,1,1,1,1,1,1,1,1,1,1,1,6,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,1,1,4,2,5,5,4,5,1,5,4,12,6,1,2,56,4.0,2,3.0,1,31,6.0,white,usa,2,3.0,4,14,3,2,mexico,4.0,2,1,4.666666666666667,3.0,4.666666666666667,1.0,1.5,2.25,4.666666666666667,1.0,4.5,3.5,1.6666666666666667,1.0,2.0,2.6,4.8,3.0833333333333335,4.916666666666667,2.619047619047619,3.4166666666666665,5.0,4.5,5.0,5.0,4.888888888888889,4.666666666666667,1.5,1.8,1.75,5.0,2.0,3.0,2.0,1.0,2.0
4,1,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3,4,3,2,3,4,4,4,4,4,3,4,2,3,3,4,4,4,3,3,4,4,4,3,3,2,3,3,3,4,3,3,3,4,3,3,2,5,4,5.0,5.0,4.0,4,4,4,3,4,3,4,3,3,3,4,4,25,3,15,3,survey,4,4,4,3,4,3,3,4,4,4,4,3,3,4,4,3,3,4,4,3,3,3,3,4,4,3,3,5,4,3,3,4,4,3,3,3,3,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,6,4,4,5,5,4,3,3,3,4,4,3,3,4,4,3,6,6,5,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,4,3,3,4,cooking,shopping,1,2,30,3.0,2,3.0,1,42,9.0,us,virginia,1,15.0,3,7,10,1,singapore,3.0,3,1,4.0,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.5,3.0,3.8333333333333335,3.0,3.75,3.5,3.3333333333333335,2.75,3.3333333333333335,3.0,4.6,3.5833333333333335,3.75,4.095238095238095,3.5,3.75,4.0,4.0,3.0,3.5555555555555554,4.0,3.5,3.2,3.5,3.5,3.25,3.6666666666666665,3.3333333333333335,3.5,3.3333333333333335
4,1,5,4,5,3,3,3,5,5,5,5,5,5,5,5,5,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2,3,3,4,4,3,4,3,3,4,2,3,3,4,4,5,5,4,4,4,5,4,4,5,4,4,5,4,4,3,4,4,4,3,4,4,3,5,6,5.0,4.0,5.0,4,5,4,4,4,5,4,4,5,4,3,4,15-Oct,15-Oct,1,2,survey,4,5,4,4,3,4,5,4,4,4,5,4,3,4,4,4,5,4,4,3,4,5,4,4,3,5,4,5,4,3,4,5,4,3,4,4,4,5,4,5,5,4,4,5,4,4,4,5,4,4,5,4,3,4,5,5,5,4,4,5,4,4,5,4,5,5,4,3,4,4,3,4,5,5,4,3,3,3,4,5,4,5,4,3,4,5,5,4,4,5,4,5,4,4,4,5,4,4,4,5,3,5,4,5,3,4,3,5,3,4,30,20,1,4,40,5.0,2,3.0,2,29,12.0,white,usa,1,4.0,2,5,3,2,china,5.0,1,1,4.666666666666667,3.0,5.0,2.3333333333333335,1.5,3.0,3.5,3.0,4.5,4.25,4.333333333333333,4.25,3.6666666666666665,3.6,5.0,4.166666666666667,4.333333333333333,4.095238095238095,4.0,4.25,4.25,4.0,4.5,4.111111111111111,4.333333333333333,4.0,4.0,4.0,4.0,3.75,4.333333333333333,4.666666666666667,4.25,4.333333333333333
4,1,5,5,5,4,3,3,4,4,3,3,5,5,4,4,4,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3,4,2,5,4,5,3,2,3,3,3,2,3,4,3,2,3,3,2,3,4,4,2,3,1,2,3,3,4,3,4,4,2,2,3,3,2,3,5,4.0,5.0,5.0,3,3,4,4,2,3,2,2,3,4,3,3,6,3,2,2,survey,2,4,3,2,3,3,4,4,3,2,3,4,4,3,2,3,3,2,3,4,3,4,3,3,2,2,1,5,3,2,4,4,3,3,2,3,3,4,2,3,2,4,3,4,4,2,3,2,2,3,3,4,2,3,5,4,4,2,3,2,2,4,3,5,4,4,3,4,2,6,4,2,3,2,3,6,5,4,2,4,3,5,4,3,5,4,4,4,5,4,5,4,4,4,4,4,5,4,4,3,5,4,4,3,3,4,3,5,4,3,8,6,1,2,35,4.0,2,4.0,1,32,9.0,Caucasian,USA,2,2.0,1,10,2,2,Canada,3.0,5,3,5.0,3.3333333333333335,4.0,2.0,1.8333333333333333,3.5,3.3333333333333335,3.0,2.75,3.25,2.0,3.0,3.6666666666666665,2.4,4.4,3.0,3.0833333333333335,3.7142857142857144,3.75,4.25,3.75,4.75,4.0,2.888888888888889,3.0,3.1666666666666665,3.4,2.0,3.25,2.75,3.0,3.0,3.25,2.3333333333333335
4,1,5,5,4,2,3,1,5,5,4,4,4,3,3,5,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,4,2,2,4,5,5,3,4,5,2,2,2,4,5,5,3,1,1,4,2,2,2,1,3,1,2,3,2,2,3,4,2,3,3,2,4,5,6,6.0,3.0,3.0,3,4,4,4,5,4,4,4,3,5,4,5,25,7,3,1,survey,5,4,4,1,1,1,1,1,1,5,3,4,4,3,3,3,4,4,3,2,2,2,2,1,2,2,1,5,2,2,2,3,3,4,2,2,3,4,2,3,1,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,6,3,2,2,4,4,4,3,5,4,3,3,3,5,5,3,3,3,3,5,4,4,4,4,2,2,4,5,3,3,4,5,4,3,1,4,4,4,3,4,4,3,4,3,10,5,1,2,40,8.0,2,4.0,1,40,13.0,hispanic,usa,1,3.0,2,14,5,2,EU,4.0,1,3,4.666666666666667,2.0,4.222222222222222,1.3333333333333333,1.3333333333333333,2.25,4.333333333333333,2.5,3.5,2.25,2.0,2.0,3.0,2.8,4.6,4.083333333333333,4.0,3.761904761904762,3.4166666666666665,3.0,3.0,3.75,4.75,3.6666666666666665,4.333333333333333,1.0,2.2,1.5,2.25,2.75,3.0,2.3333333333333335,2.5,3.0
3,1,4,3,4,4,4,5,4,4,4,3,5,4,4,4,4,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4,5,3,3,4,4,3,4,5,4,3,4,4,3,3,3,5,5,4.0,5.0,6.0,4,5,4,4,5,3,2,3,3,4,5,3,15,10,10,5,survey,4,5,4,3,3,4,3,3,5,4,5,3,3,4,5,3,4,3,4,3,4,4,4,4,3,4,2,5,2,3,3,3,4,2,3,3,5,4,4,5,3,4,3,4,4,4,5,4,4,4,4,4,5,5,5,5,5,3,4,3,2,4,5,6,7,6,6,6,5,6,5,6,6,5,6,6,6,6,7,6,6,7,4,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,5,4,5,shopping,child,1,2,35,5.0,2,3.0,2,35,9.0,,,2,2.0,3,2,2,2,france,3.0,4,1,3.6666666666666665,4.333333333333333,4.0,3.0,3.8333333333333335,4.0,4.666666666666667,5.0,4.25,4.5,3.6666666666666665,3.75,4.0,3.4,5.0,3.75,4.083333333333333,5.857142857142857,4.333333333333333,4.5,4.5,5.0,5.0,3.7777777777777777,4.333333333333333,3.5,3.8,3.25,2.75,3.0,4.333333333333333,4.0,3.75,4.333333333333333
4,1,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,4,5,5,5,5,5,1,2,2,2,3,2,3,3,1,5,2,2,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,5,3,5.0,5.0,5.0,4,5,5,5,4,5,5,4,4,4,4,4,25,11,1,1,survey,4,4,5,1,1,1,1,1,1,3,4,4,4,5,5,5,4,5,4,2,2,2,4,2,2,2,2,5,4,3,3,3,5,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,4,1,4,3,3,4,3,1,1,3,1,1,1,1,1,1,1,1,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,1,4,5,4,4,2,5,5,5,0,1,2,40,11.0,2,3.0,1,42,4.0,USA,USA,2,8.0,1,14,5,2,"UK, Canada",4.0,1,1,5.0,2.0,5.0,1.6666666666666667,1.0,1.25,4.833333333333333,1.75,2.75,2.5,1.0,1.0,1.3333333333333333,2.0,4.6,4.416666666666667,4.916666666666667,2.2857142857142856,3.5833333333333335,4.75,4.75,5.0,5.0,4.333333333333333,4.333333333333333,1.0,2.8,2.0,3.25,2.0,2.6666666666666665,1.0,1.0,1.0
5,1,5,5,5,5,4,4,5,5,4,5,5,4,5,4,5,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,5,4,5,5,4,4,5,5,6,5,5.0,5.0,5.0,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,1,survey,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,7,7,1,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,2,2,0,40,5.0,1,4.0,2,28,7.0,Black,US,1,8.0,4,10,5,3,"Amsterdam,Fuji Islands, Tahiti",20.0,5,3,5.0,4.333333333333333,4.666666666666667,4.333333333333333,4.166666666666667,4.25,4.0,4.25,4.5,4.0,4.333333333333333,4.25,4.666666666666667,4.6,5.2,4.666666666666667,4.666666666666667,2.142857142857143,4.916666666666667,4.75,4.5,4.75,4.75,4.666666666666667,5.0,5.0,4.8,5.0,4.75,5.0,5.0,4.666666666666667,4.75,5.0
5,1,4,4,4,5,1,2,5,4,5,4,5,5,5,5,4,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1,1,1,4,5,4,5,5,5,4,2,5,2,5,5,1,1,1,1,5,2,2,2,1,4,1,2,5,3,5,3,5,2,5,5,1,4,3,5,3.0,1.0,1.0,2,1,3,4,2,3,2,1,3,3,4,3,10,0,4,1,survey,1,1,2,3,4,4,5,5,5,3,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,5,2,4,4,4,5,4,4,5,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,6,3,3,5,3,3,5,5,4,1,3,4,4,3,1,1,7,7,5,5,5,4,3,5,5,1,2,5,5,1,4,5,5,1,3,5,1,1,5,1,5,5,5,5,1,5,5,5,9,2,0,180,6.0,2,4.0,1,37,13.0,Us citizen,Usa,1,6.0,3,7,4,2,Britain china canada ,1.0,4,1,4.0,2.6666666666666665,4.666666666666667,1.3333333333333333,1.8333333333333333,1.75,4.666666666666667,3.5,2.0,2.5,2.3333333333333335,2.75,4.333333333333333,3.4,2.6,2.5833333333333335,5.0,3.857142857142857,3.6666666666666665,5.0,5.0,1.75,3.0,1.8888888888888888,1.3333333333333333,4.333333333333333,1.6,1.75,3.5,4.5,4.666666666666667,4.333333333333333,4.75,5.0
3,1,4,5,4,1,2,1,4,4,5,4,5,5,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,4,5,5,5,5,5,1,1,1,1,1,1,1,1,2,5,2,5,1,1,1,1,1,1,1,1,2,2,2,5,2,1,1,1,1,1.0,3.0,1.0,3,3,3,2,2,3,3,3,4,3,3,2,10,2,2,0,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,2,1,1,2,1,2,2,1,5,4,2,2,5,5,1,1,2,1,5,2,1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,1,6,2,2,6,2,1,1,1,1,1,1,2,1,1,1,1,6,6,2,3,3,5,5,4,4,5,5,5,4,5,5,4,4,5,5,4,2,1,4,1,4,5,5,5,1,5,5,40,40,1,2,50,3.0,2,1.0,2,43,9.0,white,USA,3,3.0,1,14,3,1,canada,4.0,5,2,4.333333333333333,1.3333333333333333,4.333333333333333,1.0,1.0,1.0,4.833333333333333,1.0,1.0,3.5,1.0,1.0,1.6666666666666667,2.2,1.4,2.8333333333333335,5.0,2.3333333333333335,3.5,4.0,3.75,5.0,5.0,5.0,5.0,1.0,1.6,1.5,3.25,2.25,2.6666666666666665,1.0,1.0,2.0
4,1,5,4,4,5,3,2,5,4,4,5,5,5,4,4,5,1.0,1.0,1.0,4.0,,3.0,3.0,1.0,1.0,4,3,3,2,3,3,4,3,2,2,2,3,4,3,4,3,3,4,4,3,3,4,3,4,4,4,5,4,3,3,4,2,3,3,2,3,4,3,4,5.0,4.0,4.0,4,3,3,2,3,4,4,3,3,3,2,3,25,10,2,1,survey,4,3,4,3,3,4,4,3,4,3,5,4,4,3,4,3,3,4,4,5,4,4,3,4,4,3,4,3,4,5,5,4,4,3,3,4,3,4,4,4,4,5,4,5,4,4,3,4,4,4,5,4,4,4,3,4,4,3,3,4,4,3,6,6,5,3,4,5,5,5,3,3,5,3,5,5,6,5,5,4,5,6,4,5,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,5,5,4,4,4,3,3,3,4,4,3,5,15,1,2,40,5.0,2,3.0,1,35,13.0,us,us,1,10.0,1,10,5,2,eu,5.0,1,1,4.333333333333333,3.3333333333333335,4.555555555555555,1.0,2.4,3.0,2.8333333333333335,3.0,3.5,3.5,3.6666666666666665,4.0,3.0,3.0,4.0,3.0833333333333335,3.8333333333333335,4.619047619047619,3.8333333333333335,4.0,4.0,3.5,4.0,3.6666666666666665,3.6666666666666665,3.5,4.0,3.75,4.5,3.5,3.6666666666666665,4.333333333333333,4.25,3.6666666666666665
3,1,4,4,3,3,3,4,4,4,4,5,5,4,4,4,4,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,4,4,13,11,2,2,survey,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4,6,6,5,4,3,3,3,3,3,5,5,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,2,2,1,1,35,5.0,2,3.0,2,39,12.0,white,united  states,1,4.0,2,2,2,1,canada,4.0,3,1,3.6666666666666665,3.3333333333333335,4.222222222222222,3.0,4.0,4.0,3.3333333333333335,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.833333333333333,4.0,4.285714285714286,3.5,3.5,3.5,3.5,3.5,3.888888888888889,3.0,4.0,4.0,4.0,4.0,3.5,3.0,4.0,4.0,4.0
4,1,4,4,4,4,4,3,4,4,2,2,3,3,3,4,3,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,2,3,2,1,3,4,4,3,3,2,4,4,4,4,5,4,3,3,2,3,2,2,4,3,4,2,3,3,3,3,4,4,2,3,2,2,2,5,4,5.0,5.0,4.0,2,3,4,2,3,3,4,4,4,3,4,3,20,6,5,3,survey,3,3,3,2,3,2,4,1,1,3,2,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,5,4,3,4,5,2,4,4,4,4,2,4,3,2,4,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,3,6,6,3,5,5,7,5,5,4,5,6,6,4,5,5,3,3,4,2,2,3,4,2,2,3,4,2,3,4,5,2,2,3,4,3,4,2,3,3,2,2,3,2,4,4,2,21,5,1,0,50,6.0,2,4.0,1,34,11.0,US,US,1,14.0,1,90,20,1,france,4.0,5,2,4.0,3.6666666666666665,3.111111111111111,1.6666666666666667,2.1666666666666665,2.0,3.1666666666666665,4.0,3.75,2.25,3.6666666666666665,2.75,3.6666666666666665,2.2,4.6,3.25,4.75,4.761904761904762,2.8333333333333335,2.0,2.25,3.25,4.25,1.5555555555555556,3.0,2.1666666666666665,4.0,4.0,4.0,3.5,3.3333333333333335,3.0,4.0,4.666666666666667
3,1,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,5,2,2,2,2,2,1,2,2,2,3,2,3,2,5,2,2,3,6,6,6.0,6.0,6.0,4,5,5,5,4,5,5,5,5,5,5,5,277,277,7,5,survey,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,1,1,1,5,2,3,2,2,5,2,2,2,1,5,5,2,2,2,2,2,2,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,2,6,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,5,5,2,1,5,5,12,20,3,2,60,25.0,1,3.0,1,55,13.0,Caucasian,USA,1,25.0,1,30,5,2,Britain,7.0,5,1,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.75,2.0,1.75,2.6666666666666665,2.8,6.0,4.833333333333333,5.0,2.761904761904762,3.5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.6,1.0,2.25,2.75,3.6666666666666665,2.0,2.0,3.0
4,1,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4,4,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,3,3,2,2,3,3,4,3,3,3,4,4,4,3,3,3,4,3,4,3,5,6,6.0,5.0,5.0,4,3,4,4,4,3,4,3,4,3,3,4,40,15,3,2,survey,4,5,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,4,4,5,4,4,4,5,5,4,4,5,4,3,3,2,2,2,4,2,3,4,3,4,3,3,3,3,4,4,3,3,3,2,3,4,3,4,3,4,4,3,4,4,3,5,5,4,5,4,3,3,3,3,4,5,4,3,4,4,5,5,4,5,5,5,4,3,3,3,4,3,3,4,3,3,4,3,4,3,4,4,4,5,5,4,4,5,4,5,4,4,4,4,8,3,1,4,40,15.0,1,5.0,1,35,12.0,white,usa,1,5.0,1,30,5,3,europe,10.0,1,3,4.333333333333333,4.666666666666667,4.777777777777778,4.333333333333333,4.5,4.5,4.333333333333333,4.75,4.25,2.5,3.3333333333333335,3.5,3.3333333333333335,3.4,5.4,3.5833333333333335,3.4166666666666665,4.190476190476191,4.333333333333333,3.75,3.0,3.5,3.5,3.3333333333333335,4.333333333333333,3.3333333333333335,4.2,4.5,3.0,2.5,3.3333333333333335,3.3333333333333335,3.5,3.0
4,1,4,4,4,2,4,2,5,5,4,4,5,5,5,5,5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4,4,2,2,5,5,5,5,5,5,1,2,1,2,3,3,3,4,2,4,4,4,2,2,2,1,2,3,2,3,3,3,3,5,2,2,2,5,5,5.0,3.0,5.0,4,5,5,5,4,4,4,5,5,4,4,4,15,3,1,0,survey,2,2,5,2,4,4,4,2,2,2,2,2,2,2,2,3,2,2,4,5,2,2,2,2,2,2,4,5,2,2,2,2,4,4,4,4,2,3,4,4,4,4,3,3,4,3,4,3,3,2,3,3,3,3,3,2,3,2,3,3,3,6,5,4,5,5,3,4,2,5,5,4,6,4,5,4,5,5,4,5,5,5,5,4,4,3,5,4,5,3,5,4,5,5,5,4,5,5,4,2,2,4,1,4,4,4,4,2,4,4,1,0,2,0,35,1.0,2,1.0,1,29,9.0,Mixed Deacent,USA,3,1.0,1,14,3,2,Italy,4.0,5,1,4.0,2.6666666666666665,4.777777777777778,2.0,2.1666666666666665,3.0,5.0,1.5,3.25,3.5,2.0,2.0,3.0,2.8,4.6,4.416666666666667,2.75,4.571428571428571,3.25,5.0,4.0,4.75,4.0,2.111111111111111,3.0,3.0,3.0,2.5,2.0,4.0,3.0,4.0,3.25,3.3333333333333335
4,1,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3,4,4,2,5,5,5,5,5,5,4,4,4,4,2,2,2,1,3,5,5,5,5,5,5,1,1,1,1,1,1,1,2,5,2,2,2,4,6,6.0,3.0,6.0,5,5,5,5,5,5,5,5,5,5,5,5,80,20,4,4,survey,5,5,5,1,2,2,1,1,1,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,5,4,4,4,4,5,3,2,1,1,3,1,3,2,3,3,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,3,4,5,4,5,5,5,4,5,5,5,5,5,3,3,4,3,5,3,3,3,1,5,5,5,10,1,2,40,4.0,2,3.0,1,33,3.0,Caucasion,Us,1,3.0,6,30,4,1,Europe,7.0,5,1,5.0,5.0,4.444444444444445,2.0,1.1666666666666667,3.25,5.0,4.0,1.75,4.5,5.0,1.0,1.0,2.6,5.0,5.0,3.0,3.619047619047619,3.5833333333333335,4.0,4.5,4.75,4.25,3.888888888888889,5.0,1.3333333333333333,2.0,2.0,4.0,2.75,1.6666666666666667,2.6666666666666665,2.25,1.6666666666666667
3,1,3,3,3,2,2,2,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5.0,5.0,5.0,5,5,4,4,5,5,5,5,5,5,4,5,20,20,5,2,survey,5,5,5,5,5,5,4,4,4,4,5,4,5,4,4,4,5,5,4,4,3,3,4,4,4,4,4,4,5,5,5,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,4,4,4,7,7,7,6,6,6,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,20,2,2,0,44,10.0,1,1.0,1,33,12.0,american,usa,1,2.0,2,30,10,3,uk,3.0,1,1,3.0,2.0,5.0,5.0,4.833333333333333,5.0,4.833333333333333,4.5,5.0,4.75,4.0,5.0,4.333333333333333,4.6,5.0,4.75,4.5,6.666666666666667,4.0,4.75,4.75,4.5,4.75,4.444444444444445,5.0,4.5,3.6,4.0,4.75,3.75,4.0,3.0,4.0,4.0
