travfreq,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,Unnamed: 85,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,nationality,residence,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,weekendtrip,average_jobsat,average_roleover,average_workadj,average_turnover,average_wneglect,average_wsitcon,average_wrclar,average_wtimepres,average_wnovel,average_wcowinsexphelp,average_wroleconflict,average_wintconflictd,average_wintconflictf,average_wemotdem,average_wpeopresp,average_wallcowexp,average_famallexp,average_burn,average_cogflex,average_supsup,average_cowsup,average_parsup,average_famsup,average_fadj,average_fsat,average_fneglect,average_wfc,average_ftimepres,average_faminstexp,average_femotdem,average_froleover,average_froleconf,average_fintconfd,average_fintconff
4,1,5,5,4,1,1,1,5,5,5,5,4,4,4,5,5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,2,1,3,5,5,5,4,5,5,1,1,2,2,5,5,5,5,3,4,4,4,1,1,2,1,1,1,1,2,2,2,5,5,2,1,2,5,5,5.0,5.0,5.0,3,4,3,4,2,3,3,3,3,3,3,3,45,20,2,2,survey,5,5,5,1,1,3,1,2,2,4,4,4,4,5,5,5,5,5,2,2,2,1,1,1,1,2,2,5,5,5,5,5,5,1,1,1,1,5,2,2,2,2,1,1,1,1,2,2,2,5,5,5,5,4,5,5,5,5,5,5,5,4,1,6,4,3,6,2,1,1,1,1,1,1,1,2,1,1,1,6,6,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,1,1,4,2,4,4,4,4,2,4,4,11,5,1,2,52,5.0,2,3.0,1,33,9.0,hispanic,united states,2,3.0,3,21,2,3,panama,3.0,2,1,4.666666666666667,1.0,4.666666666666667,1.0,1.5,1.75,4.833333333333333,1.5,5.0,3.75,1.3333333333333333,1.0,2.0,3.0,5.0,3.0833333333333335,4.916666666666667,2.5714285714285716,3.25,5.0,4.0,5.0,5.0,4.555555555555555,5.0,1.6666666666666667,1.6,1.5,5.0,2.0,2.6666666666666665,2.0,1.0,2.0
4,1,1,2,4,1,3,4,2,3,4,3,2,3,4,3,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4,3,4,2,3,4,3,4,4,3,4,3,4,4,2,1,2,3,4,3,4,2,5,4,3,5,4,5,3,2,4,1,2,4,4,5,3,4,1,5.0,4.0,4.0,1,1,1,3,4,2,4,5,2,4,2,5,5,16,2,1,survey,5,5,5,5,4,3,4,2,4,3,3,3,4,3,4,4,5,4,5,4,3,4,5,3,5,3,1,2,3,2,5,2,4,3,5,4,3,1,2,4,4,4,3,4,4,3,4,3,2,4,4,3,4,3,5,4,3,2,3,4,2,5,5,5,5,4,6,3,4,5,3,6,2,4,7,5,3,3,5,6,3,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,5,4,3,4,2,4,3,1,4,3,2,1,1,35,4.0,1,1.0,1,45,13.0,White,California,1,2.0,5,3,2,1,2,5.0,1,1,2.3333333333333335,2.6666666666666665,3.111111111111111,4.0,3.6666666666666665,3.25,3.5,3.75,2.0,3.25,4.0,4.25,2.3333333333333335,3.6,3.6,2.8333333333333335,3.4166666666666665,4.333333333333333,3.4166666666666665,4.75,5.0,5.0,5.0,3.6666666666666665,5.0,3.6666666666666665,4.2,3.0,3.0,4.0,2.0,4.0,3.5,3.0
4,1,5,5,5,2,2,2,5,4,5,5,5,4,5,5,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,5,5,5,5,5,5,1,1,1,1,3,4,4,3,2,5,2,2,2,2,2,1,1,2,2,3,2,3,3,5,2,2,3,4,5,4.0,6.0,5.0,5,3,3,3,4,4,4,4,5,4,4,3,175,300,7,7,survey,5,5,5,2,2,1,2,1,2,5,4,5,5,5,4,5,4,5,2,2,2,2,3,2,2,2,3,5,2,2,2,3,5,1,1,2,1,1,2,3,3,2,1,1,2,2,2,2,2,4,5,5,4,5,5,4,5,4,4,5,5,4,2,5,4,4,5,2,1,2,4,2,2,4,2,1,3,2,2,5,4,5,4,4,5,5,4,5,5,5,4,4,5,4,5,4,5,5,5,2,1,5,1,5,5,5,4,1,5,5,9,12,1,2,60,15.0,1,3.0,1,45,8.0,Caucasian,USA,1,13.0,3,14,9,3,UK. JAPAN. GERMANY. KOREA. RUSSIA,10.0,1,1,5.0,2.0,4.777777777777778,2.0,2.0,2.25,5.0,1.0,3.5,2.75,2.0,1.5,2.6666666666666665,3.0,4.8,3.8333333333333335,4.583333333333333,3.0952380952380953,3.6666666666666665,4.25,4.25,5.0,4.75,4.666666666666667,5.0,1.6666666666666667,2.2,2.25,2.25,2.25,1.3333333333333333,2.6666666666666665,1.5,2.0
4,1,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4,3,2,2,4,4,5,4,5,4,3,2,2,3,5,5,4,5,4,4,4,4,4,4,4,2,2,2,2,3,2,3,4,4,4,4,3,6,5,5.0,5.0,5.0,4,5,4,4,4,4,5,4,4,4,4,5,12,8,2,2,survey,5,5,5,3,2,2,2,2,2,4,4,4,5,5,4,5,4,5,1,2,2,2,2,2,2,1,2,5,4,3,4,4,5,3,5,5,2,2,2,2,2,4,2,2,2,2,2,3,3,4,5,4,4,5,4,4,4,4,4,5,4,2,2,6,3,2,7,1,2,1,2,3,2,4,3,1,2,5,2,6,6,5,1,4,5,5,1,4,5,4,1,3,5,4,1,3,5,3,4,2,1,4,3,4,5,4,3,2,4,4,5,5,1,3,35,5.0,1,4.0,1,36,9.0,United States,United States,2,3.0,2,7,3,2,"japan, argentina, germany, canada, mexico",3.0,1,3,4.333333333333333,4.0,4.333333333333333,2.3333333333333335,1.6666666666666667,2.75,4.333333333333333,2.5,4.75,4.0,4.0,2.0,2.6666666666666665,3.8,5.2,4.25,4.25,3.1904761904761907,3.3333333333333335,1.0,3.5,5.0,4.0,4.444444444444445,5.0,2.1666666666666665,1.8,1.75,3.75,4.5,2.0,2.6666666666666665,2.0,2.6666666666666665
4,1,4,4,4,4,3,3,4,4,2,3,2,3,2,3,3,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,5,5,1,4,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,2,2,5,5,5.0,4.0,6.0,4,4,4,4,4,4,4,4,4,4,4,4,50,5,7,3,survey,4,5,5,3,4,3,3,3,3,2,2,2,2,3,3,3,4,4,4,4,4,5,5,4,4,4,4,5,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,5,4,5,4,4,4,4,4,4,4,4,5,6,3,6,5,3,5,5,4,3,4,2,2,4,2,3,1,2,2,4,5,5,5,4,5,5,5,3,5,5,4,3,5,5,5,2,5,5,4,2,3,3,3,3,3,3,3,3,3,3,10,20,1,1,50,2.0,3,5.0,1,28,13.0,USA,USA,1,1.0,2,21,3,1,"China, Korea, Japan, Taiwan",4.0,2,3,4.0,3.3333333333333335,2.888888888888889,2.3333333333333335,2.3333333333333335,4.0,3.6666666666666665,3.5,4.5,3.25,4.0,2.0,2.0,2.6,5.0,4.0,4.25,3.619047619047619,3.0,4.75,3.0,5.0,5.0,2.7777777777777777,4.666666666666667,3.1666666666666665,4.4,4.0,2.0,2.5,3.0,3.0,2.25,3.0
4,1,5,4,4,4,2,3,4,3,4,3,3,4,4,3,4,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3,4,3,4,4,5,5,4,5,4,4,3,3,4,3,4,4,4,4,3,2,3,2,3,2,1,2,3,2,2,3,2,3,4,3,2,3,5,4,5.0,5.0,6.0,3,4,4,4,3,2,3,4,4,5,5,4,12,8,2,2,survey,5,5,5,5,4,4,4,4,1,5,4,4,4,5,5,4,4,4,3,3,4,3,4,5,2,3,3,5,1,3,2,2,4,1,1,2,3,4,3,2,1,3,2,3,1,2,1,1,1,3,5,4,4,4,3,4,4,4,5,4,4,3,1,6,1,1,7,1,1,1,1,1,1,3,2,4,3,1,1,3,6,3,1,3,5,4,1,2,5,3,1,3,5,4,1,2,5,4,4,3,2,3,3,4,4,4,4,4,4,4,15,15,1,3,35,5.0,1,4.0,2,34,9.0,United States,United States,1,3.0,2,7,3,2,"japan, argentina, germany",4.0,1,3,4.333333333333333,3.0,3.5555555555555554,3.6666666666666665,3.3333333333333335,3.5,4.5,3.5,3.75,3.0,2.3333333333333335,2.0,2.3333333333333335,3.0,5.0,3.75,4.0,2.4285714285714284,3.5833333333333335,1.0,2.5,5.0,3.75,4.333333333333333,5.0,3.6666666666666665,3.4,3.25,2.0,2.0,3.3333333333333335,2.0,2.0,1.0
4,1,5,5,5,1,2,1,5,5,4,5,5,4,5,5,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2,1,1,3,4,5,4,5,4,5,1,1,2,2,5,5,5,5,3,4,4,4,2,2,2,1,1,1,1,2,2,2,4,4,2,1,1,5,5,5.0,5.0,5.0,3,4,4,3,2,2,3,3,3,3,3,3,30,20,2,2,survey,4,4,4,1,1,2,1,2,2,5,5,5,5,5,5,5,4,5,4,2,1,2,2,2,1,2,2,5,5,5,5,5,5,1,1,1,1,5,2,1,1,3,1,1,1,1,2,2,2,5,5,5,5,4,4,5,5,5,5,5,5,4,1,6,4,3,6,3,1,1,1,1,1,1,1,1,1,1,1,6,6,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,2,2,4,2,5,4,4,5,2,5,4,15,9,1,2,50,4.0,3,3.0,1,34,9.0,hispanic,usa,2,2.0,7,14,2,2,brazil,4.0,1,1,5.0,1.3333333333333333,4.777777777777778,1.0,1.6666666666666667,1.75,4.5,1.5,5.0,3.75,2.0,1.0,2.0,2.4,5.0,3.0,4.833333333333333,2.5714285714285716,3.5833333333333335,5.0,4.0,5.0,5.0,4.888888888888889,4.0,1.5,2.2,1.75,5.0,2.0,2.6666666666666665,1.6666666666666667,1.0,2.0
4,1,5,5,5,2,3,3,5,5,4,3,4,5,5,5,4,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2,2,3,1,4,5,5,4,4,4,2,1,3,2,3,3,3,4,2,5,5,3,3,1,3,1,2,2,2,3,3,3,4,5,3,1,2,5,6,4.0,6.0,6.0,5,5,5,5,5,4,5,4,5,5,4,3,30,2,10,15,survey,5,5,5,1,4,1,1,1,2,3,4,5,3,5,2,5,5,4,4,4,2,1,4,1,3,2,2,5,2,4,2,3,5,1,1,1,1,4,3,2,1,3,1,1,1,2,1,1,2,5,5,5,5,4,5,5,5,5,5,5,4,6,2,6,5,3,6,5,1,2,2,1,1,2,2,2,1,1,1,6,5,2,4,3,5,3,5,4,5,4,5,4,5,5,3,3,5,4,5,2,1,5,1,5,5,5,5,1,5,5,16,2,1,0,65,25.0,1,3.0,2,48,5.0,USA,USA,1,20.0,2,30,10,2,"UK, Belgium, Italy, China, Brazil, Puerto Rico, Singapore",5.0,6,1,5.0,2.6666666666666665,4.444444444444445,1.0,2.0,2.0,4.333333333333333,2.0,3.25,3.75,2.3333333333333335,1.75,3.0,3.0,5.4,4.583333333333333,4.833333333333333,2.9523809523809526,3.75,4.25,3.5,5.0,4.0,4.0,5.0,1.6666666666666667,3.0,2.0,2.75,2.0,2.6666666666666665,2.0,1.25,1.3333333333333333
4,1,1,2,4,3,2,1,1,3,2,4,3,2,5,2,1,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1,2,3,1,2,3,2,4,2,1,2,5,2,1,4,5,3,4,4,3,5,2,3,4,3,4,5,4,5,3,5,2,4,3,5,4,3,4,6,5.0,4.0,6.0,4,3,4,5,2,4,5,3,5,3,4,2,25,20,3,4,Survey,1,3,2,5,3,5,4,2,3,2,4,2,5,3,3,4,2,5,1,5,5,4,3,4,5,3,2,5,2,3,4,4,5,4,3,5,3,5,4,5,4,5,3,4,3,5,4,4,2,3,5,5,4,4,4,3,4,5,3,2,4,5,3,5,3,6,4,6,4,7,5,3,7,6,5,4,5,6,5,7,5,6,1,3,5,4,4,3,4,5,4,5,4,3,4,5,5,4,4,4,5,4,3,5,4,3,5,4,4,3,4,6,1,1,48,10.0,1,5.0,1,39,6.0,American,Us,2,6.0,2,12,4,2,Spain,5.0,5,1,2.3333333333333335,2.0,2.5555555555555554,1.3333333333333333,1.8333333333333333,1.75,2.3333333333333335,2.5,4.0,3.5,3.3333333333333335,4.5,3.3333333333333335,3.8,5.0,3.6666666666666665,3.8333333333333335,5.095238095238095,4.0,3.25,4.0,4.5,4.0,3.3333333333333335,2.0,3.6666666666666665,3.6,3.5,3.25,4.25,4.0,4.666666666666667,3.75,3.3333333333333335
5,1,5,4,4,4,4,4,5,4,4,4,5,5,5,4,4,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4,4,4,2,4,4,4,4,4,5,2,4,4,4,3,3,3,3,4,5,4,4,4,3,3,2,2,3,2,3,3,3,4,4,3,2,2,5,6,4.0,5.0,5.0,5,4,4,4,5,4,5,5,5,5,5,4,60,40,3,4,survey,4,4,5,2,3,2,2,2,3,5,4,4,5,5,4,5,5,5,2,2,2,4,4,2,4,4,4,5,4,3,4,4,3,2,2,2,2,4,4,3,3,4,2,3,3,2,3,3,3,4,5,5,4,5,5,5,5,5,4,5,4,4,3,6,4,3,6,3,2,2,2,2,2,2,2,2,2,2,2,6,6,2,4,3,4,4,4,3,5,4,5,4,5,4,4,4,5,5,4,2,2,5,2,4,5,5,4,2,4,5,15,13,2,2,50,10.0,1,3.0,2,35,8.0,caucasian,united states,3,9.0,1,3,3,2,canada,3.0,1,3,4.333333333333333,4.0,4.444444444444445,2.0,2.3333333333333335,3.5,4.166666666666667,3.5,3.0,4.25,3.3333333333333335,2.25,3.0,3.0,5.0,4.583333333333333,4.666666666666667,3.0952380952380953,3.6666666666666665,4.25,3.5,4.75,4.25,4.666666666666667,4.333333333333333,2.3333333333333335,2.8,3.5,3.75,2.25,3.3333333333333335,3.3333333333333335,2.5,3.0
4,1,4,4,3,3,2,4,3,3,2,2,3,4,4,4,3,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3,3,4,4,5,2,3,4,5,3,3,3,2,4,3,4,3,2,2,3,3,4,3,3,4,3,3,4,4,3,2,3,2,3,4,5,3,4,4,3.0,4.0,5.0,3,3,2,2,3,3,2,2,3,3,4,2,0,0,0,0,survey,3,4,5,2,3,4,5,3,4,2,3,4,5,4,4,3,4,3,3,2,4,3,4,2,3,4,4,5,2,2,3,3,4,4,2,5,2,3,4,2,3,4,2,2,3,3,4,4,3,2,2,3,3,4,4,1,2,3,3,5,4,4,4,3,3,4,5,4,6,5,4,3,3,2,3,4,5,4,4,3,5,4,3,3,4,4,3,3,2,2,2,3,4,2,4,2,3,4,3,3,4,4,4,3,2,3,4,4,3,3,3,0,2,0,44,2.0,1,5.0,1,27,11.0,none,USA,1,2.0,1,30,1,1,North Korea,7.0,3,2,3.6666666666666665,3.0,3.111111111111111,3.3333333333333335,3.0,3.5,3.6666666666666665,3.0,3.0,3.0,3.3333333333333335,3.5,2.6666666666666665,3.4,4.0,2.6666666666666665,3.0,3.9047619047619047,3.3333333333333335,3.0,2.75,3.25,3.0,3.5555555555555554,4.0,3.5,3.2,3.25,2.5,3.75,3.0,3.0,2.5,3.6666666666666665
5,1,5,4,4,1,1,1,5,5,3,4,5,5,4,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5,1,1,1,5,5,5,5,5,1,1,1,1,5,5,5,5,1,5,5,5,1,1,5,1,1,1,1,2,1,3,5,5,1,1,1,1,1,6.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,?,?,survey,2,3,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,4,4,4,5,1,1,1,1,5,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,6,1,7,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,3,5,5,5,2,5,5,5,2,5,5,5,2,5,5,5,5,1,1,1,1,5,5,3,3,1,5,3,0,2,1,3,82,1.0,4,4.0,1,40,13.0,South Korean,United States,3,1.0,2,2,0,2,Canada/ Mexico,4.0,6,2,4.333333333333333,1.0,4.555555555555555,1.0,1.0,2.0,4.333333333333333,1.0,5.0,4.0,2.3333333333333335,1.0,2.0,2.6,2.0,1.0,3.75,2.380952380952381,2.8333333333333335,2.25,5.0,5.0,5.0,2.0,3.3333333333333335,1.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0
5,1,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,2,2,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,4,5,5.0,5.0,5.0,4,4,4,3,3,3,2,4,4,3,4,4,1,1,1,11,survey,4,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,2,2,2,2,2,3,3,4,4,3,4,4,4,4,5,5,5,5,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,5,4,3,3,3,4,4,3,3,4,4,5,5,5,5,2,2,2,2,2,2,1,1,3,3,3,4,4,4,5,5,1,1,1,2,20,30,3,2,40,6.0,1,2.0,2,43,9.0,white,usa,1,6.0,1,5,3,2,"uk, mexico",2.0,2,1,5.0,3.6666666666666665,5.0,1.6666666666666667,3.0,2.5,4.0,3.25,3.0,3.0,3.0,3.0,2.0,2.6,4.8,3.5,3.4166666666666665,4.619047619047619,3.0,3.0,3.0,3.0,3.0,3.4444444444444446,4.0,3.6666666666666665,2.0,3.5,4.0,5.0,3.3333333333333335,4.0,3.5,3.3333333333333335
3,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,4,4,3,3,4,3,3,3,2,4,3,2,3,4,3,2,3,5,5,5.0,5.0,4.0,4,4,3,3,4,4,4,3,3,4,3,4,25,6,8,3,survey,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,4,5,4,3,3,4,4,3,4,4,4,3,4,3,3,4,2,3,3,2,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,3,5,4,5,6,4,5,4,3,3,3,3,3,3,4,4,4,3,5,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,cooking,cleaning,1,2,30,3.0,2,3.0,1,42,9.0,us,Culpeper,1,6.0,1,5,2,1,singapore,3.0,2,1,4.0,3.6666666666666665,3.888888888888889,2.6666666666666665,3.6666666666666665,3.75,3.6666666666666665,3.25,4.0,3.75,3.3333333333333335,2.75,3.0,3.0,4.8,3.5833333333333335,3.75,3.857142857142857,3.8333333333333335,3.25,4.0,4.0,4.0,3.6666666666666665,4.0,3.8333333333333335,3.8,3.75,3.5,3.75,3.6666666666666665,3.3333333333333335,2.5,3.3333333333333335
5,1,4,5,3,4,5,4,5,3,4,3,4,5,4,4,4,2.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,4,3,4,3,5,2,4,3,2,4,2,4,3,5,3,4,3,5,2,3,3,4,4,2,5,4,3,5,3,4,5,2,3,4,4,2,3,5,4,3.0,5.0,4.0,4,3,3,2,3,4,3,5,4,4,5,2,3,2,2,1,survey,4,2,3,2,4,3,5,3,4,5,4,4,3,5,4,3,5,4,2,3,5,4,2,5,3,2,4,5,4,2,3,3,4,2,3,5,2,3,1,4,4,2,4,2,3,5,4,4,3,2,5,3,3,5,5,3,4,5,3,5,4,5,4,5,7,6,6,7,4,6,5,6,4,5,5,4,6,7,5,6,4,6,4,3,5,4,4,2,3,5,4,4,3,2,4,3,5,4,4,3,2,4,3,4,4,2,3,5,4,3,20,18,1,1,40,3.0,2,4.0,1,23,3.0,USA,USA,1,2.0,1,2,1,2,Britain,2.0,1,2,4.0,4.333333333333333,4.0,2.0,3.5,3.5,3.3333333333333335,3.5,3.75,3.0,3.6666666666666665,3.75,3.6666666666666665,3.2,4.2,3.5,3.9166666666666665,5.380952380952381,3.4166666666666665,4.0,3.0,4.0,3.75,4.111111111111111,3.0,3.5,3.2,3.5,3.0,3.5,2.0,3.3333333333333335,3.5,3.6666666666666665
4,1,5,5,4,4,2,2,5,5,5,5,4,4,4,4,4,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5,5,5,5,3,4,4,4,5,5,5,5,4,3,5,5,4,3,4,4,5,4,5,5,5,3,3,3,3,4,5,3,4,4,5,3,4,5,5,6.0,6.0,6.0,4,4,4,4,5,5,3,4,4,4,3,2,6 or 9,Most of them,3,Around 4 or varies to 8,survey,4,4,4,5,4,3,4,4,4,5,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,4,4,4,3,4,4,5,4,4,4,4,4,5,5,3,3,4,5,5,4,2,6,6,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Cleaning, cooking and the shopping",elder,2,0,Around 30 hours,4.0,1,4.0,1,23,7.0,Australian,Australia,1,2.0,Around 3,A weeks notice,6 or 7,3,America,10.0,5,3,4.666666666666667,2.6666666666666665,4.444444444444445,4.333333333333333,4.166666666666667,5.0,4.166666666666667,4.25,4.25,4.25,5.0,3.0,4.0,4.0,5.6,3.8333333333333335,4.166666666666667,2.9047619047619047,5.0,4.25,4.5,4.75,5.0,4.777777777777778,4.0,4.0,4.4,4.25,4.25,5.0,4.0,5.0,3.75,4.333333333333333
4,1,3,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4,4,4,3,4,5,5,4,4,4,2,2,2,2,4,4,4,4,2,4,2,2,3,2,2,2,2,1,2,2,2,2,2,3,3,1,1,4,5,5.0,5.0,5.0,4,4,5,5,5,5,4,4,4,4,4,4,10,5,2,5,survey,4,4,4,2,1,1,2,1,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,5,2,3,4,4,4,2,2,2,3,2,3,3,2,3,1,2,2,2,2,1,1,3,3,4,4,3,4,3,4,4,5,4,4,4,3,4,2,3,6,3,3,2,2,2,1,2,2,2,2,2,2,4,4,2,3,3,3,3,3,4,4,4,3,4,4,4,3,3,2,3,4,2,3,3,2,4,4,4,3,3,4,3,8,10,1,1,32,4.0,2,3.0,2,25,9.0,White,United States,1,4.0,2,2,2,2,United States,2.0,4,1,3.6666666666666665,3.6666666666666665,3.4444444444444446,3.3333333333333335,2.0,3.75,4.333333333333333,2.0,4.0,2.5,2.3333333333333335,1.75,2.0,2.0,4.8,4.333333333333333,3.75,2.7142857142857144,3.25,3.0,3.5,3.25,3.5,3.0,4.0,1.5,2.6,2.25,3.25,2.5,2.6666666666666665,2.6666666666666665,1.75,1.3333333333333333
5,1,5,4,4,3,4,3,5,4,3,4,5,4,3,4,5,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,2,3,3,4,3,3,4,3,3,4,5,4,3,4,5,4,5,4,5,4,4,5,5,4,5,4,4,4,5,4,4,5,5,4,5,4,5,6,5,6.0,5.0,6.0,5,4,5,4,5,4,5,4,5,4,5,4,1000,500,300,2,survey,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,5,4,4,5,4,5,5,5,5,4,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,4,5,4,5,5,4,4,5,5,5,4,4,5,5,4,7,7,7,7,7,7,6,7,6,6,6,5,6,7,6,7,6,7,6,7,6,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,40,30,2,2,45,4.0,2,3.0,2,27,7.0,american,new york,1,6.0,5,5,10,2,united kindom,7.0,3,1,4.333333333333333,3.3333333333333335,4.111111111111111,3.0,4.166666666666667,3.0,3.3333333333333335,4.0,4.5,4.5,4.666666666666667,4.25,4.333333333333333,4.6,5.6,4.5,4.583333333333333,6.476190476190476,4.583333333333333,5.0,4.0,4.75,4.25,4.555555555555555,4.666666666666667,4.5,4.6,4.5,4.75,4.5,4.666666666666667,4.666666666666667,4.75,4.333333333333333
