travfreq,aircrew,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,otherindustry,nationality,residence,lang,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,otherreasontrip,weekendtrip
4,2,1,5,5,5,4,2,4,5,5,3,3,3,4,4,4,4,2,2,2,1,2,1,1,1,1,2,4,3,2,4,4,5,5,4,4,2,4,4,4,3,2,2,4,4,5,4,4,3,2,2,1,2,2,2,2,2,2,5,5,4,1,2,6,6,5,6,6,4,5,5,5,5,5,5,5,5,5,5,4,15,15,3,0,Survey,5,5,5,1,2,1,1,1,1,4,4,5,5,5,5,5,5,5,3,4,2,3,4,2,2,2,2,5,4,4,5,5,5,1,1,2,2,5,2,2,1,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,2,6,4,3,6,4,2,2,3,2,1,3,3,2,3,1,2,6,6,2,4,4,5,1,5,4,5,1,4,4,5,1,5,4,5,1,5,1,1,5,1,5,5,4,4,1,5,5,14,0,1,0,60,21,1,4,1,54,12,,Us,Us,French,2,21,1,14,3,1,"Canada, France, uk",4,6,"Screening,journalism",1
4,2,1,4,4,4,3,3,4,4,4,4,4,2,4,3,3,2,2,2,2,3,4,3,2,2,3,2,3,2,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,1,3,2,2,3,3,2,3,2,3,2,2,3,2,3,3,3,2,3,4,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,5,2,1,1,Survey,5,5,5,3,3,3,2,2,3,3,3,3,3,4,4,4,4,2,4,3,4,4,4,3,4,4,4,5,4,4,4,4,4,3,4,3,4,4,5,4,3,4,2,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,5,4,4,5,4,3,3,3,4,4,3,4,4,4,4,3,6,4,4,3,3,4,3,3,4,4,3,2,3,4,4,2,3,4,3,5,3,2,5,4,4,4,3,4,4,3,4,10,40,1,2,50,1,2,3,1,34,9,,Asian,US,Urdu,1,1,2,2 weeks,5,1,Uk,4,2,,3
4,2,1,5,5,5,2,2,1,5,5,5,5,5,5,5,5,5,3,3,2,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,5,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,1,0,0,Survey,4,4,5,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,5,2,1,1,1,5,1,1,1,1,5,1,1,5,3,1,1,1,1,1,1,1,4,5,5,4,4,4,5,4,5,5,5,5,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,2,4,5,4,3,2,4,4,10,0,1,0,50,25,1,4,1,62,8,,American,Usa,None,1,23,1,21,2,1,Mexico,2,1,,1
4,2,1,5,5,3,3,2,2,5,5,5,4,3,4,4,3,4,3,3,3,1,3,2,1,1,3,1,1,1,1,3,4,5,3,4,4,2,4,3,4,4,3,3,4,2,4,2,2,2,2,1,1,1,2,2,3,3,4,2,3,2,1,1,1,4,5,4,3,3,4,4,4,3,4,4,4,4,3,3,4,5,5,1,0,survey,2,2,3,5,5,3,2,2,5,2,2,1,1,2,1,1,3,4,4,4,4,3,2,4,3,3,4,5,2,3,3,3,3,2,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,5,5,5,7,7,4,5,6,4,5,5,5,6,7,7,6,6,7,6,6,7,4,3,7,3,4,4,5,3,2,3,4,3,3,3,4,3,3,4,5,4,3,3,2,2,4,5,4,4,3,4,3,4,25,1,1,40,3,4,3,2,34,9,,American ,America,,2,2,1,14,3,2,England,3,4,,3
4,2,1,4,4,4,2,3,3,4,4,4,3,4,4,4,4,4,2,2,2,1,1,1,1,1,1,2,4,2,2,4,4,4,2,2,2,2,2,2,2,3,3,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,10,5,survey,4,4,3,2,3,3,1,1,1,3,3,4,3,2,2,2,2,2,3,3,4,3,3,1,4,4,3,5,2,2,2,3,2,4,4,4,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,4,2,4,3,4,4,4,4,4,3,0,1,0,55,32,1,4,1,58,7,,USA,USA,Spanish,1,40,2,8,10,1,"Great Britain, Italy, Denmark, The Netherlands",10,1,,1
3,2,1,4,4,5,4,5,4,5,4,2,4,2,5,5,5,5,4,4,5,3,4,2,1,1,1,3,4,2,2,5,4,5,4,5,5,3,4,4,5,4,5,5,4,4,4,5,5,3,2,4,4,4,5,4,4,3,4,3,3,4,4,4,5,6,6,6,5,4,4,5,4,5,5,4,4,5,5,5,5,Jan-00,50,2,3,survey,4,4,5,4,3,3,2,2,1,2,2,3,3,5,5,4,4,5,2,4,4,3,3,4,3,4,4,5,2,2,4,3,5,4,2,5,3,4,4,4,3,3,3,2,3,3,4,3,3,4,4,3,4,4,4,4,5,5,5,5,5,6,5,3,7,7,4,7,7,6,7,7,2,7,7,5,5,3,2,3,2,6,1,3,5,5,1,4,5,3,1,3,4,4,1,3,5,2,5,2,5,5,2,5,5,4,4,1,5,4,1,,1,2,55,15,1,4,1,53,7,,american,america,none,1,6,2,7,5,1,switzerland,5,1,,1
3,2,1,4,4,4,2,2,2,4,4,4,4,5,3,3,5,5,2,2,2,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,1,3,2,2,3,3,3,3,2,5,2,5,2,1,1,1,1,1,1,2,2,2,4,4,2,1,1,5,5,5,,6,3,3,3,4,3,4,4,4,4,5,5,5,25,6,2,2,survey,5,5,5,1,1,1,1,1,1,4,4,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,4,4,2,5,5,1,1,1,1,5,1,2,2,2,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,6,3,3,6,3,1,2,3,2,1,3,2,1,1,1,2,6,6,3,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,2,1,5,1,5,4,5,2,1,4,4,15,20,3,1,55,5,2,3,1,57,12,,American,USA,None,1,2,1,30,7,2,England/Mexico,7,2,,1
4,2,1,5,5,5,3,2,3,5,5,3,3,4,4,4,2,2,2,1,1,1,3,3,2,2,2,4,4,3,2,1,2,4,3,3,4,2,3,3,3,3,3,3,3,5,4,4,4,3,3,4,2,3,3,3,3,3,4,3,3,3,2,2,5,5,5,5,5,3,3,3,3,2,2,3,2,3,3,3,2,20,4,3,2,Survey,5,5,5,3,3,3,1,2,1,5,5,5,5,5,4,5,4,5,4,4,4,4,4,2,3,3,2,5,5,4,5,5,5,2,2,2,2,4,3,3,2,3,1,1,1,1,2,2,2,5,5,5,5,4,4,5,5,5,5,5,4,6,2,6,6,3,6,5,3,3,5,3,2,2,2,2,4,3,2,5,4,4,3,3,5,5,2,4,5,4,4,4,5,5,3,4,5,5,4,4,3,4,3,4,3,4,4,2,4,4,20,25,1,2,56,8,2,4,1,30,10,,American,USA,,2,2,1,14,2,2,Canada,3,2,,3
4,2,1,5,5,4,4,3,3,5,4,4,4,3,3,4,4,4,5,4,4,5,4,4,3,3,3,5,5,4,3,3,3,3,4,4,4,5,4,3,3,5,4,3,3,5,4,3,3,5,4,3,5,4,3,3,3,4,4,5,4,3,3,3,6,5,4,4,4,5,4,3,3,3,3,2,2,3,3,4,4,5,5,5,5,survey,5,4,4,5,4,4,3,3,3,5,4,3,3,3,4,4,4,4,5,4,3,3,3,4,3,3,3,5,5,4,4,3,3,3,4,4,5,4,3,5,4,4,5,4,4,3,3,4,4,5,4,4,4,3,3,4,4,5,5,5,5,7,6,6,6,6,5,5,5,5,6,6,6,6,5,5,4,4,4,5,5,5,5,4,4,4,5,4,4,4,5,5,4,4,5,4,3,3,5,5,5,4,4,3,3,4,4,3,3,4,5,5,1,2,30,23,2,1,2,42,9,,white,usa,none,1,2,1,2,1,2,china,3,2,,2
3,2,1,5,5,5,1,2,2,3,4,4,4,4,3,3,3,4,2,1,4,1,1,1,1,1,1,2,4,2,2,3,4,5,4,4,5,3,2,1,4,3,1,1,1,3,5,4,3,3,3,2,1,1,1,1,3,3,4,3,4,1,2,2,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16,16,2,1,survey,4,4,4,1,1,1,1,1,1,4,3,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,5,2,3,3,4,5,2,2,2,2,4,4,3,2,2,3,3,2,1,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,4,6,4,3,4,4,4,4,4,4,3,3,3,3,4,4,5,4,3,3,3,5,5,5,5,4,4,4,4,4,4,5,5,4,3,2,4,3,4,5,4,4,4,5,3,20,0,3,0,50,7,1,1,1,50,3,,white,usa,none,1,2,1,30,5,1,canada and mexico,3,1,,1
4,2,1,5,4,5,5,5,2,5,5,5,4,4,4,4,4,4,1,1,1,2,1,1,2,1,1,2,1,2,1,5,5,5,4,5,5,1,1,1,1,5,4,5,4,5,4,5,4,2,2,2,1,1,2,2,3,2,1,4,5,3,1,2,6,5,6,5,5,5,4,5,5,4,5,5,5,5,5,5,5,25,10,3,2,survey,5,4,5,1,1,1,1,2,1,4,5,4,4,4,5,5,4,4,1,1,2,1,2,2,1,2,1,5,5,4,5,4,5,1,1,1,1,3,1,2,2,1,3,3,3,2,5,2,5,3,4,3,4,5,4,3,4,4,4,3,4,1,1,6,1,1,6,1,1,1,1,1,1,2,2,2,2,1,1,6,6,4,5,5,5,4,5,4,5,4,5,5,5,5,4,4,4,4,5,4,5,4,4,4,5,5,5,4,5,4,15,0,2,2,55,15,1,4,1,46,5,,Italian,usa ,Spanish French,1,10,1,15,5,2,England,15,5,,1
3,2,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,3,5,3,1,5,5,1,1,1,1,5,5,5,3,2,5,2,2,1,1,1,1,2,1,1,1,1,1,1,5,2,1,1,1,6,6,6,1,3,3,3,3,3,3,3,3,3,3,4,4,3,6,0,0,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,1,1,5,2,1,2,2,2,2,2,1,1,4,1,1,5,3,3,3,3,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,7,5,4,2,3,5,3,2,3,5,3,1,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,5,1,3,35,4,2,3,1,27,13,,black,usa,,1,2,7,9,3,2,england,10,3,,1
4,2,1,1,1,3,1,3,3,5,4,4,4,5,4,4,5,5,4,5,5,5,4,5,4,4,5,4,3,4,5,5,4,5,5,4,4,4,4,5,5,4,5,5,4,4,5,5,4,4,3,4,3,4,4,5,4,4,5,3,3,4,4,2,6,5,4,4,5,4,4,5,4,3,4,4,5,5,3,3,3,10,20,15,30,survey,4,5,3,3,4,4,3,4,4,3,2,4,5,5,4,4,3,4,4,3,5,3,4,3,4,4,3,5,4,3,2,4,4,4,3,2,5,4,2,3,4,4,3,4,2,5,4,3,4,3,4,4,3,5,5,4,3,4,4,5,3,4,5,5,6,6,5,4,6,3,4,4,3,4,5,6,5,4,5,5,3,4,4,3,5,5,3,2,4,4,5,3,3,4,3,4,4,3,4,3,3,4,2,4,5,4,4,3,4,4,20,30,1,2,40,10,1,4,2,38,3,,sewrbian,usa,"spanish,serbian",1,5,10,3,4,2,mexico,3,1,,3
3,2,1,5,5,4,3,5,4,4,4,4,3,5,5,5,4,4,2,2,1,2,1,1,2,1,1,3,4,3,3,5,5,5,4,4,4,2,1,2,3,5,4,4,5,1,5,2,2,4,3,1,1,1,2,1,2,2,3,3,5,3,2,2,6,6,6,6,6,4,5,4,4,4,5,4,4,4,4,5,5,53,53,1,3,survey,5,5,5,1,3,1,3,1,1,3,3,5,4,5,5,5,5,5,1,1,2,1,2,2,1,1,1,5,5,2,3,3,5,1,1,2,1,4,3,2,2,3,1,2,1,2,2,1,1,5,5,5,5,4,4,4,5,4,5,5,5,6,2,5,5,5,6,7,1,2,2,1,1,2,2,1,2,2,3,3,6,6,5,4,5,5,5,4,5,5,5,4,5,5,4,3,5,5,5,2,2,5,4,4,5,4,5,5,5,5,18,20,1,2,45,11,2,3,2,39,7,,White,USA,English only,1,6,2,30,4,2,"Asia, Europe, Canda",5,1,,2
4,2,1,4,4,4,3,5,4,4,4,4,3,3,3,3,4,3,3,3,3,2,2,1,1,1,1,2,4,2,3,4,3,4,3,4,4,2,4,3,4,4,4,5,5,1,5,1,1,2,3,3,1,1,1,1,2,2,2,2,3,2,1,1,1,4,5,1,1,1,2,2,2,1,3,2,2,1,1,1,1,25,0,1,0,survey,4,4,5,4,3,4,2,3,4,4,4,2,3,5,4,3,2,4,4,4,5,4,4,3,4,5,4,5,3,3,4,4,4,2,2,2,5,4,5,3,3,3,2,2,1,2,3,3,3,4,5,4,5,3,4,4,5,5,4,4,4,6,3,5,5,5,6,4,6,3,7,3,2,5,3,4,4,4,4,5,1,4,2,2,1,5,4,2,1,4,2,2,1,5,2,2,1,4,4,2,2,4,2,5,4,4,4,3,5,5,3,8,3,2,50,10,3,2,2,44,13,REAL ESTATE,AMERICAN,USA,FRENCH,1,3,1,5,3,1,"USA, CANADA",3,3,,3
4,2,1,4,4,4,2,3,3,5,5,5,5,5,5,5,4,5,2,2,2,1,1,1,1,1,1,3,4,2,1,4,4,4,5,5,4,2,2,2,2,4,2,3,2,2,4,2,2,3,3,3,3,2,2,2,3,3,3,2,4,2,2,2,3,5,4,4,4,2,3,4,3,3,3,3,4,4,3,3,2,30-40,15,12-Oct,4,survey,4,4,5,2,1,1,1,1,1,3,3,4,3,5,5,5,5,5,3,4,4,2,3,2,2,2,3,5,2,2,2,2,4,2,2,2,3,3,4,3,3,3,2,2,1,1,2,2,2,5,5,5,5,4,5,5,4,4,4,4,4,4,3,5,4,3,4,4,3,2,4,2,1,2,2,1,1,1,1,5,5,2,3,3,5,5,4,3,5,5,4,3,5,5,4,3,5,5,5,1,2,5,1,5,5,5,5,1,5,5,20,4,1,0,45,2,4,4,1,61,13,Technology,US and Canadian,Canada and US,French,3,3,3,10,8,1,"Canada, France",6,1,,1
4,2,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,1,3,1,1,1,1,1,1,1,3,1,1,4,5,5,5,5,5,1,1,1,3,2,1,4,3,4,5,3,3,1,1,1,1,1,1,1,2,2,2,5,5,4,1,4,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,20,20,2,2,survey,5,1,5,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,1,1,1,5,5,5,5,5,5,1,1,1,1,5,1,1,1,1,1,2,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,10,20,2,1,60,6,4,1,2,28,13,Customer Service,African American,USA,None,3,2,1,7,2,2,China,4,4,,3
4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,2,2,1,2,2,3,2,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,4,3,3,3,4,3,3,3,3,2,2,5,1,3,4,3,3,3,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,40,20,2,3,survey,5,5,5,3,3,3,2,3,1,3,3,2,2,3,3,3,2,4,3,3,3,3,3,2,3,3,3,5,3,4,4,4,5,3,2,2,3,3,4,3,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,4,4,6,6,5,5,5,5,6,5,4,5,4,3,4,4,4,3,3,3,5,4,5,2,2,3,3,2,2,2,2,3,3,4,4,2,2,3,4,4,2,3,4,4,4,4,4,4,2,4,4,9,2,1,2,40,6,2,3,2,43,13,healthcare,american,usa,none,2,2,1,10,2,1,england,3,2,,3
3,2,1,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,5,4,4,5,5,5,5,5,4,5,5,6,6,6,5,4,4,5,5,5,5,5,4,4,5,4,5,daily,many,many,two,survey,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,4,4,5,4,4,5,5,4,4,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,4,4,4,5,4,5,4,5,5,5,5,4,1,1,7,7,6,5,6,2,1,1,1,3,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,4,4,4,5,4,5,5,5,a couple,none,1,0,40,10,2,4,1,30,7,,american,us,none,1,5,4,10,6,2,china,3,1,,1
3,2,1,4,5,5,4,2,3,4,5,4,3,4,3,3,4,4,4,4,4,3,2,3,2,2,2,1,2,2,2,3,3,2,2,4,4,2,2,2,3,4,4,3,4,2,4,3,4,4,3,4,4,3,3,2,3,4,3,2,3,4,3,3,4,5,5,4,5,4,3,4,3,2,3,3,2,4,3,4,3,10,5,10,5,survey,4,3,4,4,4,4,3,3,2,2,3,2,2,2,3,3,3,3,4,3,2,3,3,3,3,3,4,5,3,4,3,2,3,3,4,3,3,2,3,2,3,4,2,3,3,2,3,2,2,4,4,3,4,3,2,3,4,4,4,3,3,4,4,5,4,3,4,4,4,4,4,3,3,2,3,3,2,3,3,2,3,3,4,3,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,3,2,3,4,4,3,2,3,4,3,3,2,2,1,1,40,8,2,4,2,34,5,,US,US,,1,10,3,10,5,2,UK,5,1,,3
3,2,1,5,5,5,2,1,2,5,4,4,5,5,4,4,5,5,1,1,2,1,2,1,1,2,2,5,5,4,4,5,5,5,4,4,4,1,1,2,2,4,4,3,3,2,3,4,4,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,5,5,6,6,4,1,1,1,1,2,2,2,2,3,3,3,3,4,4,2,2,survey,4,5,4,1,1,1,2,2,2,5,5,5,5,4,4,4,4,4,1,2,2,2,2,1,1,1,1,5,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,4,3,5,4,3,4,5,5,3,4,5,5,3,4,5,5,5,1,1,4,1,5,4,5,4,1,5,4,20,40,1,3,50,16,1,3,1,38,5,,American,USA,"Spanish, French, little bit of Chinese",1,9,2,6,8,2,China ,6,4,,3
4,2,1,4,5,4,4,2,2,5,5,4,4,5,4,4,4,4,2,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,5,4,2,2,2,2,3,4,4,3,3,4,3,3,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,6,6,6,6,6,4,4,4,5,4,4,4,4,5,5,5,5,20,10,3,4,survey,5,5,5,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,2,2,2,2,3,1,1,2,1,1,1,1,1,5,1,2,1,1,1,2,2,5,5,4,4,4,4,4,4,4,5,5,5,2,1,6,1,1,6,1,1,2,1,1,1,1,1,2,1,1,1,6,6,4,5,4,5,5,5,4,5,5,5,4,5,5,4,3,5,5,5,4,4,4,1,5,5,5,2,1,5,5,50,168,1,2,40,2,2,4,2,41,10,,African-American,USA,French,1,12,2,5,4,2,"UK, France, Canada and Switzerland",8,1,,1
4,2,1,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,4,4,3,2,1,1,2,1,1,1,1,1,1,2,5,5,5,5,5,6,6,6,6,6,3,3,3,4,4,2,2,2,1,3,3,4,5,5,3,4,survey,4,4,5,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,3,1,1,1,5,3,3,2,2,2,4,4,3,5,4,4,4,3,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,4,5,4,4,5,2,2,2,2,2,2,2,2,3,3,4,4,6,3,3,4,4,1,6,6,6,4,4,5,4,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,3,3,3,4,4,5,5,3,3,0,2,0,50,1,4,3,2,21,9,,American,United States,Spanish,1,1,1,5,10,2,Spain,3,2,,1
4,2,1,4,4,4,2,2,2,5,5,5,5,5,5,5,5,5,3,1,3,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,2,1,1,2,2,2,2,2,2,5,2,2,3,2,2,2,2,2,3,2,1,2,4,3,2,2,1,3,5,5,4,5,2,4,4,4,3,3,3,3,3,3,4,4,15,5,6,1,survey,4,4,4,2,2,3,2,2,2,3,3,3,3,2,4,3,3,1,3,3,3,3,3,2,3,2,3,5,2,4,3,3,4,4,3,3,3,2,3,3,4,4,4,4,4,3,5,4,4,4,3,4,4,4,3,3,3,3,3,3,4,6,5,4,4,4,3,5,4,5,4,6,4,4,4,4,4,3,3,4,4,4,4,4,3,3,5,5,3,4,4,4,5,5,4,4,3,3,4,2,3,3,2,4,4,4,4,2,4,4,16,5,1,2,42,20,3,2,2,46,9,,american,usa,n/a,1,8,1,9,3,2,canada,3,2,,3
3,2,1,4,5,4,4,2,4,4,5,4,4,3,4,4,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,5,4,3,4,4,4,4,5,4,4,5,3,3,4,4,4,5,4,4,3,4,4,4,5,4,4,3,4,4,3,4,5,4,5,6,5,5,5,4,3,5,4,4,5,4,4,4,4,3,4,34,34,34,1,survey,4,5,5,4,4,5,5,4,4,5,4,4,4,5,4,3,4,4,4,5,5,4,4,4,4,4,5,5,4,5,5,4,4,3,4,5,4,5,4,4,4,5,4,5,4,3,4,5,4,4,4,5,4,3,4,4,5,4,4,4,5,6,5,3,5,3,4,4,5,5,6,3,4,5,5,5,6,2,1,5,5,2,4,5,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,5,4,4,4,5,4,4,12,8,1,3,34,9,1,5,2,50,9,,brazil,usa,portuguese,1,2,1,5,2,1,brazil,7,1,,1
4,2,1,4,4,4,2,3,3,5,5,4,4,5,5,5,4,5,2,2,2,1,1,1,1,1,1,2,2,2,2,4,4,5,4,4,4,2,2,2,3,2,3,3,4,1,5,2,3,2,1,2,1,1,2,1,1,1,2,1,4,2,2,2,5,6,4,5,5,3,4,4,3,2,3,3,1,2,2,4,3,50,40,1,1,survey,4,4,4,2,1,2,1,2,2,4,4,4,5,5,4,5,4,2,2,3,3,2,3,2,3,3,3,5,2,4,4,4,4,2,2,2,2,3,4,3,1,3,1,1,2,1,2,2,2,4,5,5,5,3,4,4,4,4,4,3,3,6,6,5,4,6,4,5,3,4,6,1,2,5,4,2,3,4,2,4,4,6,2,2,4,3,3,4,5,4,4,4,5,3,3,3,5,3,5,1,1,4,3,5,5,4,4,1,4,5,16,12,1,2,40,7,1,2,2,42,5,,American,USA,none,1,10,1,30,6,2,Japan,5,2,,1
4,2,1,5,5,5,2,2,2,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,1,2,4,1,1,4,5,5,4,4,4,1,1,1,1,4,5,4,4,2,5,2,2,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,5,3,4,4,4,2,4,4,3,3,3,4,3,3,3,3,3,14,2,2,1,survey,5,5,5,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,2,2,2,2,4,2,2,2,2,5,4,4,4,4,5,1,2,1,2,4,2,2,2,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,6,2,3,6,3,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,2,2,4,2,4,4,4,4,1,4,5,20,0,1,0,10,15,2,4,2,53,7,,caucasian,usa,spanish,2,5,3,7,4,3,"canada, mexico",4,5,,3
4,2,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,2,2,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,3,3,3,3,4,4,4,4,4,5,5,5,5,4,5,5,4,5,4,5,4,3,3,1,2,survey,5,5,5,5,4,5,5,5,5,4,5,4,5,4,5,4,5,5,4,4,3,4,4,3,4,3,3,5,5,4,4,5,5,5,4,4,5,5,4,5,5,5,1,1,1,1,1,1,1,5,5,4,5,4,5,4,5,5,5,5,5,4,4,5,5,4,4,4,3,4,5,4,5,4,4,4,4,5,4,4,4,4,5,5,5,4,4,5,4,5,3,3,4,3,4,3,4,3,5,5,4,5,4,4,5,5,5,4,4,5,3,0,1,0,50,5,1,3,1,34,8,,Filipino,USA,none,1,3,1,14,2,1,Great Britain,5,1,,1
